EMA_Short,EMA_Long,RSI,OBV,MACD,Weekly_Price
119.8051,116.5333,67.444,95242260404.0,3.271799999999999,25.9679
119.2617,116.2445,67.0703,95357349597.0,3.0172000000000025,26.1418
118.6632,115.9503,62.0181,95275124085.0,2.7129000000000048,25.0111
118.2714,115.7276,63.2475,95188412095.0,2.5438000000000045,25.9312
117.7825,115.4841,67.0422,95266672516.0,2.298400000000001,24.2077
117.0933,115.1934,63.8605,95345640146.0,1.8999000000000024,26.5424
116.5183,114.9516,61.6149,95256635951.0,1.5666999999999967,26.4417
116.0044,114.7408,50.5543,95130714988.0,1.263600000000011,27.6398
115.99,114.6851,49.2512,94961304812.0,1.3048999999999893,28.369
116.0302,114.6433,45.9843,94914613481.0,1.3868999999999971,29.5356
116.2208,114.6412,40.4357,94838114247.0,1.5795999999999992,28.090999999999998
116.6712,114.7054,49.574,94724887999.0,1.9658000000000009,28.811
116.7222,114.6397,54.5256,94852847317.0,2.082499999999996,28.8817
116.5735,114.5123,51.3825,94926451604.0,2.0611999999999995,28.8475
116.5525,114.4221,54.6872,94852338632.0,2.1303999999999945,28.9774
116.3838,114.287,57.7689,94928660743.0,2.096799999999988,29.3146
116.0577,114.1082,56.283,95002931716.0,1.9495000000000005,29.686
115.7744,113.9477,57.7936,94911748698.0,1.8267000000000024,30.201
115.3768,113.7596,58.2809,94830060112.0,1.6171999999999969,29.342
114.897,113.5564,53.5189,94933410786.0,1.3406000000000091,29.0799
114.6931,113.4435,50.0561,94821115832.0,1.249600000000001,29.2615
114.6927,113.3924,62.7562,94959139222.0,1.3003000000000071,29.5633
113.9904,113.1386,58.592,95113654537.0,0.8517999999999972,28.3084
113.4968,112.9628,57.4663,95228112459.0,0.5339999999999918,28.8417
113.014,112.8031,49.2255,95101725385.0,0.2108999999999952,28.4378
113.0016,112.7909,36.1296,94963489903.0,0.2107000000000028,27.968000000000004
113.6215,112.9595,34.256,94855865455.0,0.6619999999999919,28.5694
114.4079,113.1571,37.7936,94978732354.0,1.2507999999999981,28.0452
115.0306,113.28399999999999,40.3105,95169305830.0,1.7466000000000008,28.7282
115.5569,113.363,45.943999999999996,95023176657.0,2.1939,29.1503
115.7789,113.3369,46.9128,95167114480.0,2.441999999999993,29.3852
115.9703,113.292,43.2931,95074837708.0,2.678299999999993,28.8372
116.3986,113.305,48.0331,94962987051.0,3.093599999999995,26.9877
116.5512,113.2223,50.2379,95045559696.0,3.32889999999999,26.4823
116.5756,113.0934,48.6778,95147547650.0,3.4821999999999917,25.5375
116.7138,112.9908,47.7901,95237493630.0,3.723000000000013,23.9575
116.9383,112.90299999999999,54.5882,95113069902.0,4.035299999999992,25.3182
116.6626,112.6595,57.1571,95233709239.0,4.0031000000000025,24.7125
116.1607,112.3527,53.323,95349103047.0,3.8080000000000074,25.7658
115.9495,112.1369,57.4436,95461662266.0,3.8126000000000033,25.2663
115.3853,111.8201,66.0462,95310599958.0,3.5652000000000044,24.8029
114.1361,111.3177,59.3634,95572930409.0,2.818399999999997,25.9941
